time,true_r,fixed_r,adaptive_r,oracle_r
0.0,1.0,1.0,1.1285110331700177,1.0
0.1,1.087733263495013,1.0,1.1236030269968023,1.087733263495013
0.2,1.1740829210153985,1.0,1.1407127296328998,1.1740829210153985
0.30000000000000004,1.2576871868792745,1.0,1.178557041865859,1.2576871868792745
0.4,1.3372275718712008,1.0,1.2335371578209422,1.3372275718712008
0.5,1.411449676604731,1.0,1.3019829437456327,1.411449676604731
0.6000000000000001,1.4791829741500822,1.0,1.3370770493725366,1.4791829741500822
0.7000000000000001,1.5393592699430525,1.0,1.384930500548632,1.5393592699430525
0.8,1.5910295478514105,1.0,1.3690364492454723,1.5910295478514105
0.9,1.6333789367262137,1.0,1.4391736059525155,1.6333789367262137
1.0,1.6657395614066073,1.0,1.4380825714022119,1.6657395614066073
1.1,1.687601075510082,1.0,1.479072428285121,1.687601075510082
1.2000000000000002,1.69861870989979,1.0,1.5227080615538549,1.69861870989979
1.3,1.69861870989979,1.0,1.544695456000043,1.69861870989979
1.4000000000000001,1.687601075510082,1.0,1.5439573076703756,1.687601075510082
1.5,1.6657395614066075,1.0,1.578803272877892,1.6657395614066075
1.6,1.6333789367262135,1.0,1.5846511220576647,1.6333789367262135
1.7000000000000002,1.5910295478514105,1.0,1.486599281922954,1.5910295478514105
1.8,1.5393592699430525,1.0,1.5317302493054559,1.5393592699430525
1.9000000000000001,1.4791829741500822,1.0,1.4954042017130815,1.4791829741500822
2.0,1.4114496766047313,1.0,1.4881586768032948,1.4114496766047313
2.1,1.3372275718712006,1.0,1.474188447300075,1.3372275718712006
2.2,1.2576871868792745,1.0,1.3023760426171562,1.2576871868792745
2.3000000000000003,1.174082921015398,1.0,1.0915687026604504,1.174082921015398
2.4000000000000004,1.0877332634950128,1.0,1.070898954740467,1.0877332634950128
2.5,1.0,1.0,0.9874193319526018,1.0
2.6,0.912266736504987,1.0,0.9456242002851514,0.912266736504987
2.7,0.8259170789846018,1.0,0.9653023600890409,0.8259170789846018
2.8000000000000003,0.7423128131207255,1.0,0.8438074580123882,0.7423128131207255
2.9000000000000004,0.662772428128799,1.0,0.8481670699748443,0.662772428128799
3.0,0.5885503233952689,1.0,0.8895079400334522,0.5885503233952689
3.1,0.5208170258499178,1.0,0.9081255060177079,0.5208170258499178
3.2,0.4606407300569475,1.0,1.0360737472984698,0.4606407300569475
3.3000000000000003,0.40897045214858974,1.0,1.0662307797895825,0.40897045214858974
3.4000000000000004,0.3666210632737862,1.0,0.9529571271087371,0.3666210632737862
3.5,0.3342604385933926,1.0,0.9540440549871586,0.3342604385933926
3.6,0.3123989244899179,1.0,0.8879394053150497,0.3123989244899179
3.7,0.30138129010021,1.0,0.8605042595089207,0.30138129010021
3.8000000000000003,0.30138129010021,1.0,0.8742413810516705,0.30138129010021
3.9000000000000004,0.312398924489918,1.0,0.7860886969634272,0.312398924489918
4.0,0.3342604385933925,1.0,0.6686981909020596,0.3342604385933925
